epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.8288,0.35151,0.28699,0.95888,0.88424,0.74881,0.84561,0.66059,0.59191,0.63357,1.1346,0.000547118,0.000547118,0.000547118
2,19.0949,0.39166,0.31859,0.9808,0.90812,0.74448,0.84046,0.64062,0.63665,0.60921,1.15541,0.00109187,0.00109187,0.00109187
3,30.2568,0.4193,0.34547,0.99781,0.87731,0.72894,0.8216,0.61593,0.66524,0.65766,1.16643,0.00162561,0.00162561,0.00162561
4,39.8017,0.44318,0.3621,1.01479,0.84699,0.77442,0.80454,0.61044,0.66867,0.65354,1.18935,0.00161749,0.00161749,0.00161749
5,49.1849,0.44885,0.37567,1.02381,0.85752,0.6763,0.81697,0.61468,0.65851,0.6737,1.19243,0.00160099,0.00160099,0.00160099
6,60.4719,0.45302,0.38033,1.02081,0.84774,0.73426,0.83034,0.60141,0.7047,0.69254,1.22046,0.00158448,0.00158448,0.00158448
7,71.8125,0.47664,0.40951,1.03571,0.88038,0.70357,0.82806,0.62175,0.68663,0.65848,1.19985,0.00156798,0.00156798,0.00156798
8,83.2811,0.50163,0.42168,1.03692,0.88715,0.71458,0.8275,0.64137,0.64587,0.59524,1.15106,0.00155148,0.00155148,0.00155148
9,93.4765,0.49271,0.40558,1.05223,0.84441,0.75804,0.84679,0.64801,0.67985,0.62506,1.21242,0.00153497,0.00153497,0.00153497
10,104.968,0.48611,0.40153,1.03271,0.85501,0.74573,0.84514,0.63789,0.69558,0.64163,1.18966,0.00151847,0.00151847,0.00151847
11,116.288,0.46335,0.38626,1.02131,0.85561,0.73411,0.831,0.61946,0.66672,0.69631,1.16075,0.00150197,0.00150197,0.00150197
12,127.597,0.46297,0.39496,1.03097,0.82008,0.76573,0.83849,0.63391,0.64928,0.5903,1.13717,0.00148546,0.00148546,0.00148546
13,138.819,0.45622,0.38141,1.02393,0.78507,0.80446,0.81556,0.61416,0.66108,0.60883,1.16494,0.00146896,0.00146896,0.00146896
14,150.3,0.46665,0.38391,1.03129,0.8455,0.76087,0.8336,0.62456,0.6651,0.62416,1.18721,0.00145246,0.00145246,0.00145246
15,161.688,0.46716,0.38478,1.03454,0.87696,0.75585,0.85184,0.62038,0.68878,0.59241,1.1971,0.00143595,0.00143595,0.00143595
16,173.009,0.4669,0.38076,1.02737,0.78732,0.77762,0.82532,0.62091,0.6747,0.60613,1.19315,0.00141945,0.00141945,0.00141945
17,184.561,0.46139,0.3947,1.02515,0.93575,0.64508,0.79512,0.58527,0.68621,0.66048,1.18773,0.00140295,0.00140295,0.00140295
18,195.766,0.46447,0.38756,1.03532,0.88251,0.73323,0.84232,0.64246,0.6694,0.63913,1.16769,0.00138644,0.00138644,0.00138644
19,207.1,0.49161,0.39418,1.03569,0.88439,0.69172,0.80583,0.60445,0.66084,0.64857,1.16585,0.00136994,0.00136994,0.00136994
20,218.584,0.47518,0.387,1.03367,0.85375,0.78338,0.85569,0.65086,0.65481,0.62116,1.15044,0.00135344,0.00135344,0.00135344
21,230.651,0.44321,0.37013,1.01962,0.8414,0.75241,0.83352,0.64043,0.63246,0.61126,1.13598,0.00133693,0.00133693,0.00133693
22,242.42,0.45973,0.37614,1.02552,0.84705,0.79083,0.8371,0.65698,0.60243,0.55459,1.12758,0.00132043,0.00132043,0.00132043
23,254.26,0.44079,0.36175,1.02067,0.84258,0.72225,0.7959,0.61739,0.642,0.60605,1.14081,0.00130393,0.00130393,0.00130393
24,266.19,0.44356,0.37176,1.02609,0.83039,0.77551,0.85091,0.65054,0.63658,0.59757,1.13251,0.00128742,0.00128742,0.00128742
25,277.865,0.45841,0.37482,1.0216,0.84115,0.75795,0.81635,0.61483,0.63867,0.58269,1.13789,0.00127092,0.00127092,0.00127092
26,289.755,0.46171,0.38446,1.03438,0.87076,0.76721,0.83775,0.62448,0.6474,0.57478,1.13856,0.00125442,0.00125442,0.00125442
27,301.572,0.45386,0.36892,1.01721,0.84407,0.76829,0.83269,0.62533,0.67416,0.60418,1.17463,0.00123791,0.00123791,0.00123791
28,313.062,0.44665,0.36377,1.01876,0.84641,0.73399,0.81862,0.62789,0.6357,0.59716,1.13444,0.00122141,0.00122141,0.00122141
29,324.491,0.44333,0.36501,1.01849,0.81069,0.74877,0.83794,0.63797,0.66534,0.61086,1.17246,0.00120491,0.00120491,0.00120491
30,336.012,0.44357,0.36964,1.01686,0.87218,0.73312,0.82802,0.64187,0.64303,0.63139,1.14118,0.0011884,0.0011884,0.0011884
31,345.774,0.42729,0.34628,1.00458,0.85119,0.74448,0.82649,0.63245,0.63865,0.583,1.12552,0.0011719,0.0011719,0.0011719
32,354.814,0.44255,0.35266,1.01846,0.86086,0.71191,0.81256,0.62404,0.65736,0.59218,1.16983,0.0011554,0.0011554,0.0011554
33,363.625,0.4326,0.35466,1.00978,0.8815,0.75087,0.83173,0.62482,0.6382,0.60468,1.1394,0.00113889,0.00113889,0.00113889
34,372.617,0.4361,0.3547,1.01427,0.79551,0.77882,0.82847,0.65004,0.62232,0.64464,1.13224,0.00112239,0.00112239,0.00112239
35,381.681,0.44586,0.36292,1.02037,0.81588,0.78687,0.81951,0.61001,0.64098,0.60864,1.13159,0.00110589,0.00110589,0.00110589
36,390.573,0.43203,0.35035,1.01096,0.89066,0.74963,0.84006,0.65744,0.60025,0.59239,1.11686,0.00108938,0.00108938,0.00108938
37,399.531,0.42752,0.3513,1.0072,0.87456,0.71538,0.80647,0.63705,0.60921,0.60473,1.12892,0.00107288,0.00107288,0.00107288
38,408.585,0.41702,0.33917,1.00928,0.87274,0.76699,0.83795,0.64889,0.59792,0.57372,1.09307,0.00105638,0.00105638,0.00105638
39,417.539,0.43758,0.34474,1.00775,0.84366,0.75693,0.82229,0.64808,0.62981,0.62522,1.13754,0.00103987,0.00103987,0.00103987
40,426.506,0.42637,0.3523,1.0077,0.82079,0.74618,0.83094,0.63366,0.63212,0.60987,1.1448,0.00102337,0.00102337,0.00102337
41,435.546,0.44012,0.35495,1.02345,0.88516,0.71664,0.82078,0.62647,0.62435,0.61062,1.12541,0.00100687,0.00100687,0.00100687
42,444.544,0.41035,0.34056,0.99964,0.83536,0.73579,0.81895,0.64957,0.60406,0.60406,1.13238,0.000990365,0.000990365,0.000990365
43,453.551,0.41997,0.33696,1.01288,0.90537,0.70179,0.82274,0.64308,0.61599,0.62776,1.10537,0.000973861,0.000973861,0.000973861
44,462.602,0.4309,0.34383,1.01321,0.87018,0.76514,0.84017,0.64592,0.65518,0.58042,1.144,0.000957358,0.000957358,0.000957358
45,471.567,0.4219,0.34371,1.0006,0.84666,0.77758,0.85142,0.64521,0.62231,0.56645,1.12815,0.000940855,0.000940855,0.000940855
46,480.608,0.41976,0.34018,1.00706,0.84257,0.81499,0.80175,0.62369,0.61173,0.56225,1.11934,0.000924352,0.000924352,0.000924352
47,489.672,0.40948,0.33265,0.99827,0.8057,0.75605,0.81108,0.63464,0.60833,0.61028,1.12431,0.000907848,0.000907848,0.000907848
48,498.502,0.417,0.3385,1.003,0.82759,0.71329,0.81029,0.61857,0.62383,0.61269,1.12387,0.000891345,0.000891345,0.000891345
49,509.064,0.40456,0.32978,1.00038,0.87307,0.75098,0.8272,0.65035,0.5933,0.60451,1.10426,0.000874842,0.000874842,0.000874842
50,520.267,0.41486,0.32876,0.99408,0.89556,0.75934,0.83108,0.66501,0.59655,0.62027,1.10042,0.000858338,0.000858338,0.000858338
51,531.606,0.38821,0.3236,0.98533,0.90518,0.7634,0.85085,0.65544,0.59381,0.58262,1.10461,0.000841835,0.000841835,0.000841835
52,542.96,0.39448,0.3239,0.99058,0.81997,0.77474,0.84581,0.65325,0.60017,0.576,1.10791,0.000825332,0.000825332,0.000825332
53,554.327,0.40465,0.32745,0.98987,0.90146,0.74077,0.82706,0.64568,0.60739,0.61815,1.11227,0.000808828,0.000808828,0.000808828
54,565.647,0.39837,0.32137,0.98071,0.92193,0.74853,0.86102,0.66472,0.59636,0.55742,1.11336,0.000792325,0.000792325,0.000792325
55,577.063,0.3993,0.32228,0.99283,0.86728,0.75585,0.84255,0.65812,0.60689,0.58494,1.11505,0.000775822,0.000775822,0.000775822
56,588.46,0.40779,0.32556,0.99975,0.84611,0.77597,0.84494,0.65479,0.61621,0.61659,1.12578,0.000759318,0.000759318,0.000759318
57,600.042,0.37937,0.30322,0.98198,0.88672,0.75792,0.84002,0.64219,0.61847,0.57795,1.12251,0.000742815,0.000742815,0.000742815
58,611.409,0.38277,0.31,0.9864,0.83789,0.77376,0.8364,0.65025,0.60377,0.61949,1.11479,0.000726312,0.000726312,0.000726312
59,622.797,0.38287,0.30007,0.97696,0.85461,0.75278,0.84431,0.6743,0.57769,0.55648,1.09913,0.000709809,0.000709809,0.000709809
60,634.253,0.38076,0.30943,0.98299,0.86667,0.71138,0.83548,0.636,0.59609,0.58441,1.10716,0.000693305,0.000693305,0.000693305
61,645.572,0.36848,0.30445,0.98782,0.88228,0.72275,0.82931,0.64525,0.59911,0.5792,1.11156,0.000676802,0.000676802,0.000676802
62,656.927,0.37677,0.30689,0.98024,0.8687,0.72897,0.83791,0.65567,0.59804,0.61433,1.11757,0.000660299,0.000660299,0.000660299
63,668.256,0.36929,0.30482,0.97504,0.79599,0.78387,0.81246,0.64338,0.60461,0.59067,1.11932,0.000643795,0.000643795,0.000643795
64,679.621,0.37915,0.31286,0.98014,0.80363,0.76083,0.82799,0.65311,0.60089,0.60018,1.11994,0.000627292,0.000627292,0.000627292
65,690.938,0.37946,0.31195,0.9853,0.86404,0.76894,0.85248,0.64898,0.62086,0.57792,1.13053,0.000610789,0.000610789,0.000610789
66,702.295,0.36322,0.29712,0.96484,0.84841,0.80147,0.86178,0.68141,0.59192,0.54813,1.10573,0.000594286,0.000594286,0.000594286
67,712.67,0.36723,0.2877,0.96797,0.85945,0.7729,0.85195,0.67593,0.58922,0.55388,1.10699,0.000577782,0.000577782,0.000577782
68,721.547,0.36539,0.29668,0.97415,0.82347,0.79789,0.84904,0.67287,0.58916,0.56638,1.10465,0.000561279,0.000561279,0.000561279
69,730.304,0.37875,0.29855,0.98373,0.87472,0.7519,0.83672,0.65946,0.59742,0.59936,1.11443,0.000544776,0.000544776,0.000544776
70,739.061,0.37635,0.30351,0.97576,0.81234,0.75898,0.8297,0.66085,0.58498,0.56936,1.10801,0.000528272,0.000528272,0.000528272
71,747.805,0.36112,0.30075,0.97435,0.87226,0.72591,0.84812,0.66236,0.6141,0.59841,1.14463,0.000511769,0.000511769,0.000511769
72,757.654,0.36673,0.29555,0.98769,0.81286,0.76391,0.83502,0.65804,0.62076,0.58183,1.1515,0.000495266,0.000495266,0.000495266
73,768.983,0.35023,0.27488,0.95251,0.83207,0.75767,0.85777,0.6784,0.60952,0.57443,1.13695,0.000478762,0.000478762,0.000478762
74,780.388,0.35907,0.28584,0.96241,0.90002,0.74033,0.86024,0.68058,0.59522,0.56418,1.12548,0.000462259,0.000462259,0.000462259
