epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.91154,0.34659,0.28209,0.95634,0.85242,0.73912,0.82465,0.64747,0.59176,0.62631,1.13749,0.000547118,0.000547118,0.000547118
2,18.9309,0.39098,0.31608,0.97859,0.83507,0.78532,0.84028,0.65186,0.61867,0.57971,1.13664,0.00109187,0.00109187,0.00109187
3,27.7033,0.41931,0.34479,0.99607,0.82773,0.73488,0.77532,0.59599,0.62708,0.62379,1.13493,0.00162561,0.00162561,0.00162561
4,36.4199,0.43895,0.36006,1.01442,0.80836,0.80535,0.82478,0.59156,0.66205,0.62444,1.18931,0.00161749,0.00161749,0.00161749
5,45.4327,0.45134,0.38042,1.02647,0.89571,0.67875,0.78752,0.60054,0.65827,0.70527,1.19029,0.00160099,0.00160099,0.00160099
6,54.4301,0.44143,0.38013,1.01703,0.85801,0.68895,0.78342,0.60779,0.6811,0.67967,1.20471,0.00158448,0.00158448,0.00158448
7,63.2009,0.47523,0.40709,1.03681,0.84247,0.68658,0.78869,0.61163,0.65867,0.67441,1.19863,0.00156798,0.00156798,0.00156798
8,71.9514,0.47602,0.40459,1.02409,0.88963,0.668,0.79625,0.59778,0.72691,0.6655,1.24212,0.00155148,0.00155148,0.00155148
9,80.7714,0.47325,0.39757,1.04055,0.81002,0.80554,0.83914,0.62293,0.6679,0.57848,1.17643,0.00153497,0.00153497,0.00153497
10,89.7539,0.47003,0.39554,1.01897,0.93169,0.71129,0.82231,0.61393,0.69439,0.64365,1.18773,0.00151847,0.00151847,0.00151847
11,99.0121,0.44802,0.37571,1.01097,0.88329,0.73204,0.83586,0.63683,0.67731,0.65157,1.18098,0.00150197,0.00150197,0.00150197
12,108.158,0.46669,0.38906,1.02917,0.82127,0.75891,0.81387,0.60567,0.69487,0.68824,1.1901,0.00148546,0.00148546,0.00148546
13,117.009,0.46706,0.38432,1.02827,0.77199,0.73173,0.82272,0.60955,0.67462,0.65224,1.18187,0.00146896,0.00146896,0.00146896
14,125.755,0.46738,0.3834,1.03025,0.87527,0.67314,0.81083,0.60427,0.70411,0.63435,1.22041,0.00145246,0.00145246,0.00145246
15,134.498,0.45121,0.37976,1.02401,0.85548,0.68036,0.8086,0.6185,0.68884,0.65769,1.19233,0.00143595,0.00143595,0.00143595
16,143.263,0.46005,0.3776,1.02168,0.80955,0.7609,0.82585,0.62195,0.66685,0.62199,1.16101,0.00141945,0.00141945,0.00141945
17,152.078,0.45616,0.38186,1.02478,0.84869,0.76297,0.82186,0.6111,0.67593,0.66721,1.18868,0.00140295,0.00140295,0.00140295
18,160.959,0.45531,0.39083,1.02927,0.8185,0.75163,0.82317,0.64345,0.63707,0.61356,1.14777,0.00138644,0.00138644,0.00138644
19,169.819,0.48133,0.40095,1.02987,0.87548,0.74962,0.84258,0.63142,0.68978,0.63457,1.19513,0.00136994,0.00136994,0.00136994
20,178.636,0.46707,0.39435,1.03185,0.89525,0.72023,0.85232,0.66613,0.6252,0.56826,1.12715,0.00135344,0.00135344,0.00135344
21,187.454,0.44589,0.3745,1.02048,0.93691,0.70516,0.823,0.65574,0.62622,0.62915,1.13969,0.00133693,0.00133693,0.00133693
22,196.196,0.47112,0.38263,1.03505,0.85257,0.774,0.8416,0.65077,0.61734,0.58814,1.12347,0.00132043,0.00132043,0.00132043
23,204.919,0.45316,0.37551,1.03234,0.90994,0.74684,0.83503,0.63947,0.64053,0.60333,1.16527,0.00130393,0.00130393,0.00130393
24,213.671,0.45207,0.38183,1.02613,0.93613,0.72374,0.83806,0.63785,0.66921,0.61431,1.17883,0.00128742,0.00128742,0.00128742
25,222.401,0.46212,0.38354,1.02652,0.836,0.77282,0.84586,0.63118,0.65282,0.60821,1.17714,0.00127092,0.00127092,0.00127092
26,231.158,0.4569,0.37845,1.02928,0.89658,0.73868,0.835,0.63462,0.64465,0.58321,1.15963,0.00125442,0.00125442,0.00125442
27,239.904,0.45218,0.36819,1.01621,0.84164,0.79818,0.853,0.63989,0.62833,0.60646,1.13713,0.00123791,0.00123791,0.00123791
28,248.694,0.43477,0.3523,1.01051,0.87953,0.76256,0.84202,0.63532,0.64943,0.58074,1.1601,0.00122141,0.00122141,0.00122141
29,257.654,0.43221,0.36149,1.01047,0.82427,0.78173,0.85153,0.64933,0.62464,0.60018,1.12605,0.00120491,0.00120491,0.00120491
30,266.504,0.44657,0.3689,1.02091,0.85229,0.69695,0.8395,0.65718,0.61891,0.63216,1.1106,0.0011884,0.0011884,0.0011884
31,275.152,0.42815,0.34882,1.00593,0.90505,0.64381,0.78228,0.59863,0.65372,0.65771,1.15207,0.0011719,0.0011719,0.0011719
32,283.804,0.44507,0.35878,1.02314,0.92001,0.70101,0.80225,0.61275,0.65258,0.68725,1.16726,0.0011554,0.0011554,0.0011554
33,292.448,0.43811,0.3625,1.01066,0.84405,0.76927,0.83008,0.63044,0.65028,0.59358,1.14945,0.00113889,0.00113889,0.00113889
34,301.155,0.42729,0.35426,1.01433,0.86978,0.76009,0.87023,0.68127,0.60736,0.57742,1.11163,0.00112239,0.00112239,0.00112239
35,309.929,0.4362,0.35942,1.01684,0.90103,0.71233,0.84659,0.65913,0.65294,0.61274,1.16632,0.00110589,0.00110589,0.00110589
36,318.673,0.42225,0.34809,1.00319,0.78522,0.77413,0.82772,0.64345,0.62573,0.67347,1.13027,0.00108938,0.00108938,0.00108938
37,327.504,0.42374,0.34569,1.0074,0.88815,0.70163,0.83498,0.67156,0.59828,0.63478,1.12928,0.00107288,0.00107288,0.00107288
38,336.337,0.40619,0.33403,1.00741,0.83135,0.80229,0.83356,0.63552,0.63976,0.57184,1.1581,0.00105638,0.00105638,0.00105638
