epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.69237,0.32993,0.26846,0.94742,0.84772,0.78685,0.83944,0.66491,0.59821,0.61005,1.12145,0.000547118,0.000547118,0.000547118
2,18.5913,0.35333,0.28975,0.95598,0.80887,0.78761,0.83154,0.63716,0.63081,0.59926,1.15755,0.00109187,0.00109187,0.00109187
3,29.0686,0.37695,0.30508,0.97463,0.84138,0.78977,0.82101,0.62922,0.63804,0.61144,1.16663,0.00162561,0.00162561,0.00162561
4,40.2622,0.3985,0.32326,0.98801,0.83351,0.7266,0.81395,0.62454,0.63219,0.61519,1.16672,0.00161749,0.00161749,0.00161749
5,51.6985,0.41867,0.34449,1.00026,0.83033,0.69596,0.78973,0.59879,0.63929,0.69604,1.17648,0.00160099,0.00160099,0.00160099
6,62.9226,0.41062,0.33705,0.99302,0.92367,0.71795,0.81522,0.60457,0.67878,0.69043,1.19646,0.00158448,0.00158448,0.00158448
7,74.0936,0.42786,0.35198,1.00678,0.89573,0.71608,0.79631,0.61711,0.64796,0.64474,1.16223,0.00156798,0.00156798,0.00156798
8,85.315,0.44416,0.36744,1.00406,0.86144,0.75071,0.81334,0.63034,0.65585,0.60771,1.15641,0.00155148,0.00155148,0.00155148
9,96.5937,0.42588,0.34853,1.00878,0.88051,0.73569,0.81756,0.65311,0.62132,0.58826,1.1531,0.00153497,0.00153497,0.00153497
10,107.841,0.43782,0.35347,1.0024,0.91903,0.69137,0.78341,0.59007,0.67557,0.68692,1.19404,0.00151847,0.00151847,0.00151847
11,119.093,0.41938,0.34782,0.99056,0.83414,0.75427,0.80985,0.63935,0.6534,0.64588,1.15518,0.00150197,0.00150197,0.00150197
12,130.325,0.41804,0.35361,0.99703,0.85027,0.7186,0.79464,0.62257,0.59893,0.62746,1.11598,0.00148546,0.00148546,0.00148546
13,141.474,0.41172,0.3441,0.99846,0.87713,0.69236,0.80427,0.63488,0.60256,0.60542,1.13121,0.00146896,0.00146896,0.00146896
14,152.767,0.4175,0.34138,0.99948,0.84465,0.71957,0.80274,0.61213,0.66082,0.65832,1.17959,0.00145246,0.00145246,0.00145246
15,164.064,0.40788,0.32754,0.99673,0.88507,0.71623,0.80561,0.61033,0.67972,0.65426,1.18933,0.00143595,0.00143595,0.00143595
16,175.431,0.42816,0.34934,1.00083,0.90339,0.7103,0.82661,0.64992,0.64292,0.58593,1.1613,0.00141945,0.00141945,0.00141945
17,185.895,0.41875,0.34524,1,0.89354,0.72225,0.82849,0.62709,0.64636,0.61615,1.15248,0.00140295,0.00140295,0.00140295
18,194.588,0.40943,0.34714,1.00405,0.8566,0.78739,0.85223,0.66519,0.61252,0.56902,1.11484,0.00138644,0.00138644,0.00138644
19,203.375,0.44139,0.34841,1.00404,0.90902,0.6772,0.82526,0.60317,0.68221,0.63082,1.17417,0.00136994,0.00136994,0.00136994
20,212.068,0.43246,0.34495,1.00853,0.92228,0.73211,0.84903,0.67227,0.61228,0.59389,1.13342,0.00135344,0.00135344,0.00135344
21,220.834,0.39582,0.31929,0.99065,0.88225,0.73918,0.81868,0.63389,0.63217,0.61242,1.15559,0.00133693,0.00133693,0.00133693
22,229.534,0.41114,0.33125,0.99407,0.8524,0.73549,0.82751,0.64136,0.62498,0.6184,1.12941,0.00132043,0.00132043,0.00132043
23,238.198,0.40465,0.33096,0.99417,0.87989,0.72553,0.83181,0.63265,0.64791,0.60762,1.17027,0.00130393,0.00130393,0.00130393
24,246.898,0.40264,0.33655,1.00021,0.8665,0.73104,0.81539,0.64342,0.6191,0.58825,1.1466,0.00128742,0.00128742,0.00128742
25,255.61,0.41354,0.34569,0.99629,0.87848,0.71734,0.81292,0.63855,0.63994,0.63356,1.15978,0.00127092,0.00127092,0.00127092
26,264.364,0.40824,0.33475,0.99912,0.91377,0.69078,0.79804,0.6333,0.66973,0.71311,1.19123,0.00125442,0.00125442,0.00125442
27,273.128,0.41004,0.32752,0.98894,0.88338,0.71654,0.81785,0.6333,0.65742,0.59489,1.1893,0.00123791,0.00123791,0.00123791
28,281.89,0.39311,0.31688,0.98552,0.90199,0.73826,0.83556,0.65,0.60903,0.5532,1.13485,0.00122141,0.00122141,0.00122141
29,290.649,0.39613,0.32253,0.98925,0.81986,0.76683,0.82841,0.64006,0.62948,0.62179,1.13823,0.00120491,0.00120491,0.00120491
30,299.479,0.41001,0.33202,0.99496,0.85851,0.74439,0.82112,0.62612,0.65585,0.63759,1.15201,0.0011884,0.0011884,0.0011884
31,308.298,0.39264,0.31816,0.98488,0.87113,0.72661,0.83742,0.63912,0.64106,0.59482,1.15798,0.0011719,0.0011719,0.0011719
32,317.382,0.40861,0.32774,1.00116,0.89693,0.74132,0.81866,0.63388,0.63456,0.64754,1.1342,0.0011554,0.0011554,0.0011554
33,326.112,0.40342,0.32724,0.9862,0.95129,0.7257,0.8315,0.63546,0.60535,0.59455,1.13736,0.00113889,0.00113889,0.00113889
34,334.78,0.39808,0.31828,0.99205,0.84686,0.79152,0.84316,0.65639,0.63633,0.60689,1.16099,0.00112239,0.00112239,0.00112239
35,343.469,0.39806,0.32646,0.98825,0.88109,0.68451,0.82596,0.62058,0.67044,0.66254,1.2017,0.00110589,0.00110589,0.00110589
36,352.143,0.38381,0.31397,0.98113,0.89535,0.73416,0.82925,0.635,0.63241,0.64443,1.16233,0.00108938,0.00108938,0.00108938
